"poliza","sexo","circulacion","garantia","siniestros","ant_comp","ant_perm","edad","ant_veh"
134130216,"Hombre","No urbano","No contratada",0,18,29,47,18
135329122,"Hombre","Urbano","Garantía daños propios contratada",0,18,2,20,3
135829487,"Hombre","No urbano","No contratada",0,18,33,60,6
138329747,"Hombre","Urbano","No contratada",0,18,11,29,2
138330359,"Hombre","No urbano","No contratada",0,18,32,50,15
230332064,"Mujer","No urbano","No contratada",0,17,23,41,9
230332223,"Mujer","No urbano","No contratada",0,17,12,30,1
230437053,"Hombre","Urbano","Garantía daños propios contratada",0,17,22,50,6
231129641,"Hombre","Urbano","No contratada",0,17,23,41,7
231137433,"Mujer","Urbano","No contratada",0,27,15,40,13
231432631,"Mujer","Urbano","Garantía daños propios contratada",0,17,1,19,5
232430400,"Mujer","No urbano","No contratada",0,17,0,18,3
232441643,"Mujer","No urbano","Garantía daños propios contratada",1,17,2,20,1
232537973,"Mujer","No urbano","No contratada",0,17,12,30,2
232831190,"Mujer","Urbano","No contratada",0,17,30,60,12
232931502,"Hombre","Urbano","No contratada",0,17,21,39,4
233229165,"Hombre","No urbano","No contratada",0,17,30,48,18
233736583,"Hombre","Urbano","No contratada",0,17,13,31,4
234630744,"Hombre","Urbano","No contratada",0,17,21,39,11
235129658,"Hombre","Urbano","No contratada",0,17,31,50,18
238131317,"Mujer","No urbano","No contratada",0,17,22,50,4
238229557,"Hombre","No urbano","No contratada",0,17,32,50,1
238432891,"Mujer","Urbano","Garantía daños propios contratada",0,17,19,40,4
238729854,"Mujer","No urbano","No contratada",0,17,29,59,17
333774454,"Mujer","No urbano","Garantía daños propios contratada",0,26,27,45,2
334252272,"Mujer","Urbano","No contratada",0,26,26,50,0
430036398,"Hombre","No urbano","No contratada",0,25,12,30,3
433636606,"Hombre","No urbano","No contratada",0,25,7,50,3
433776234,"Mujer","Urbano","No contratada",0,25,25,43,7
531838816,"Hombre","Urbano","No contratada",0,24,24,59,8
532832056,"Hombre","No urbano","Garantía daños propios contratada",0,24,22,40,12
538529602,"Hombre","No urbano","No contratada",0,24,16,50,10
632501038,"Hombre","No urbano","No contratada",0,23,25,50,12
634152229,"Hombre","No urbano","No contratada",0,23,31,49,5
634154279,"Hombre","No urbano","No contratada",0,23,25,50,4
730329635,"Hombre","Urbano","No contratada",1,22,32,50,6
730342223,"Mujer","Urbano","Garantía daños propios contratada",0,22,26,44,22
732129114,"Hombre","No urbano","Garantía daños propios contratada",0,22,5,30,4
732574991,"Hombre","Urbano","No contratada",0,22,31,49,12
732648854,"Mujer","No urbano","Garantía daños propios contratada",0,22,23,41,0
733229438,"Mujer","No urbano","No contratada",0,22,12,30,8
733729419,"Hombre","Urbano","No contratada",0,22,12,30,7
736239361,"Hombre","No urbano","No contratada",0,22,25,50,11
738439650,"Hombre","No urbano","No contratada",0,22,11,29,6
830446131,"Hombre","No urbano","No contratada",0,21,36,59,12
830735386,"Hombre","No urbano","No contratada",0,21,22,50,3
831032206,"Hombre","Urbano","No contratada",0,21,27,59,11
831630343,"Hombre","No urbano","No contratada",0,21,21,39,11
831834118,"Hombre","No urbano","No contratada",0,21,41,59,21
836539508,"Hombre","Urbano","Garantía daños propios contratada",0,21,14,40,21
837739493,"Hombre","No urbano","Garantía daños propios contratada",0,21,29,47,6
837840395,"Hombre","No urbano","No contratada",0,21,31,49,8
929630681,"Mujer","No urbano","Garantía daños propios contratada",0,0,2,20,2
931629142,"Mujer","No urbano","No contratada",0,0,29,50,6
941629621,"Mujer","Urbano","Garantía daños propios contratada",0,0,2,50,0
958629123,"Hombre","Urbano","No contratada",0,0,40,58,3
997629103,"Hombre","Urbano","No contratada",1,0,11,29,0
1067629729,"Hombre","Urbano","No contratada",0,0,33,51,12
1067629860,"Mujer","Urbano","No contratada",0,0,12,30,16
1073629797,"Hombre","No urbano","No contratada",0,0,36,54,0
1135629614,"Hombre","No urbano","No contratada",0,0,41,59,13
1153629131,"Hombre","Urbano","Garantía daños propios contratada",0,0,11,60,0
1210629113,"Mujer","Urbano","No contratada",0,0,13,40,14
1240629083,"Hombre","Urbano","No contratada",0,0,2,20,5
1812629081,"Hombre","Urbano","Garantía daños propios contratada",0,0,26,60,0
1836629107,"Mujer","Urbano","No contratada",0,0,11,29,2
1874629069,"Mujer","Urbano","No contratada",0,0,11,29,13
1929780485,"Mujer","Urbano","No contratada",0,0,21,39,13
1929782211,"Hombre","No urbano","No contratada",0,0,2,20,7
1929985044,"Hombre","No urbano","Garantía daños propios contratada",0,0,20,38,0
1929986737,"Hombre","No urbano","Garantía daños propios contratada",0,0,18,36,1
1929990407,"Mujer","No urbano","No contratada",0,0,34,52,2
1929997405,"Hombre","No urbano","No contratada",0,0,12,30,5
1930000059,"Hombre","No urbano","No contratada",1,0,0,18,9
1930079389,"Hombre","No urbano","No contratada",0,0,25,49,4
1930079780,"Hombre","No urbano","No contratada",0,0,15,40,6
1930080983,"Hombre","No urbano","No contratada",0,0,26,49,0
1930089951,"Hombre","No urbano","No contratada",0,0,24,42,1
1930280706,"Hombre","No urbano","No contratada",0,0,0,18,11
1930282110,"Hombre","No urbano","No contratada",0,0,22,40,9
1930287538,"Hombre","No urbano","No contratada",0,0,8,50,8
1930383760,"Hombre","No urbano","No contratada",0,0,31,49,4
1930387963,"Hombre","No urbano","No contratada",0,0,22,40,0
1930397487,"Hombre","No urbano","No contratada",0,0,1,19,0
1930399412,"Hombre","No urbano","No contratada",0,0,15,40,13
1930401664,"Hombre","No urbano","No contratada",0,0,35,53,14
1930402439,"Hombre","No urbano","No contratada",0,0,27,49,0
1930403052,"Mujer","No urbano","No contratada",0,0,25,50,0
1930404227,"Hombre","Urbano","No contratada",0,0,31,50,1
1930487075,"Mujer","Urbano","Garantía daños propios contratada",0,0,23,49,0
1930488906,"Mujer","No urbano","No contratada",0,0,11,29,7
1930507782,"Hombre","No urbano","No contratada",1,0,27,59,1
1930511665,"Hombre","Urbano","No contratada",0,0,7,60,3
1930580484,"Hombre","No urbano","No contratada",0,0,40,58,8
1930681392,"Hombre","Urbano","No contratada",0,0,0,18,10
1930682200,"Hombre","Urbano","No contratada",0,0,22,40,17
1930685155,"Hombre","Urbano","No contratada",0,0,25,43,11
1930783085,"Hombre","Urbano","No contratada",0,0,15,49,6
1930787678,"Mujer","Urbano","No contratada",0,0,2,20,1
1930788313,"Hombre","Urbano","No contratada",0,0,15,50,11
1930879235,"Mujer","No urbano","No contratada",0,0,13,40,9
1930880415,"Hombre","No urbano","Garantía daños propios contratada",0,0,0,18,0
1930882020,"Hombre","Urbano","No contratada",0,0,34,52,9
1930884800,"Mujer","No urbano","Garantía daños propios contratada",1,0,16,49,0
1930981166,"Hombre","No urbano","No contratada",0,0,13,40,10
1930982421,"Mujer","No urbano","Garantía daños propios contratada",0,0,10,28,1
1931085796,"Hombre","No urbano","No contratada",0,0,23,41,0
1931088610,"Hombre","No urbano","No contratada",0,0,12,30,1
1931179319,"Hombre","No urbano","No contratada",0,0,20,50,8
1931179725,"Mujer","No urbano","Garantía daños propios contratada",1,0,11,29,4
1931182377,"Mujer","No urbano","No contratada",0,0,0,18,16
1931187277,"Mujer","Urbano","No contratada",0,0,8,60,12
1931188180,"Mujer","Urbano","No contratada",0,0,22,50,1
1931188320,"Hombre","Urbano","No contratada",1,0,20,38,0
1931280308,"Mujer","No urbano","No contratada",0,0,11,29,4
1931282468,"Mujer","No urbano","No contratada",0,0,1,19,3
1931283434,"Hombre","Urbano","No contratada",0,0,25,43,13
1931284773,"Hombre","Urbano","No contratada",0,0,25,50,0
1931380801,"Hombre","No urbano","No contratada",0,0,22,40,5
1931380928,"Hombre","Urbano","Garantía daños propios contratada",0,0,31,49,0
1931480799,"Hombre","No urbano","Garantía daños propios contratada",0,0,31,49,2
1931483151,"Hombre","Urbano","Garantía daños propios contratada",0,0,31,50,4
1931486193,"Mujer","No urbano","Garantía daños propios contratada",0,0,16,60,0
1931493329,"Mujer","Urbano","No contratada",0,0,11,29,1
1931682264,"Hombre","No urbano","No contratada",0,0,2,20,1
1931780143,"Hombre","Urbano","No contratada",0,0,32,50,8
1931782871,"Mujer","Urbano","No contratada",0,0,0,18,1
1931783678,"Hombre","No urbano","No contratada",0,0,2,20,5
1931985984,"Mujer","No urbano","No contratada",0,0,23,41,15
1931988221,"Mujer","Urbano","No contratada",0,0,9,30,0
1931989375,"Hombre","No urbano","No contratada",0,0,2,20,17
1932080551,"Hombre","No urbano","No contratada",0,0,47,65,0
1932081482,"Mujer","Urbano","No contratada",0,0,13,31,1
1932081634,"Hombre","No urbano","No contratada",0,0,33,59,18
1932082778,"Hombre","No urbano","No contratada",0,0,11,29,3
1932181103,"Hombre","Urbano","Garantía daños propios contratada",1,0,26,44,1
1932182747,"Hombre","Urbano","No contratada",0,0,14,60,7
1932500048,"Mujer","Urbano","Garantía daños propios contratada",0,0,9,50,1
1932507134,"Hombre","No urbano","No contratada",0,0,5,50,0
1932587860,"Hombre","No urbano","No contratada",1,0,24,42,1
1932589975,"Hombre","No urbano","No contratada",1,0,6,40,12
1932590153,"Hombre","No urbano","No contratada",0,0,11,29,1
1932592335,"Hombre","No urbano","No contratada",0,0,27,45,8
1932593893,"Mujer","No urbano","No contratada",0,0,1,19,5
1932599881,"Mujer","No urbano","No contratada",0,0,16,50,10
1932601718,"Hombre","No urbano","No contratada",0,0,31,49,2
1932610303,"Hombre","No urbano","No contratada",0,0,22,40,0
1932684871,"Mujer","No urbano","Garantía daños propios contratada",0,0,26,60,0
1932689481,"Hombre","No urbano","No contratada",0,0,2,20,12
1932693730,"Hombre","Urbano","No contratada",0,0,8,60,10
1932695172,"Mujer","No urbano","No contratada",0,0,27,45,0
1932697760,"Hombre","No urbano","Garantía daños propios contratada",0,0,18,36,0
1932697833,"Hombre","No urbano","No contratada",0,0,11,60,10
1932698334,"Hombre","No urbano","No contratada",0,0,11,29,1
1932703987,"Hombre","Urbano","No contratada",0,0,31,50,0
1932704092,"Hombre","No urbano","No contratada",0,0,2,20,6
1932704202,"Hombre","Urbano","No contratada",0,0,12,30,0
1932706671,"Hombre","No urbano","No contratada",0,0,11,29,0
1932880532,"Hombre","Urbano","No contratada",0,0,6,50,2
1932882312,"Hombre","No urbano","No contratada",1,0,38,56,0
1932979320,"Hombre","No urbano","No contratada",0,0,22,40,0
1932980257,"Mujer","Urbano","No contratada",0,0,7,60,7
1932980744,"Hombre","No urbano","No contratada",0,0,12,30,9
1932982053,"Hombre","No urbano","No contratada",0,0,32,50,13
1932982313,"Hombre","Urbano","No contratada",0,0,31,49,12
1932982894,"Hombre","No urbano","No contratada",0,0,23,41,0
1932983496,"Hombre","Urbano","No contratada",0,0,12,30,10
1932984544,"Mujer","Urbano","No contratada",0,0,19,37,2
1933282157,"Mujer","No urbano","No contratada",0,0,23,41,1
1933282961,"Mujer","Urbano","No contratada",0,0,11,29,7
1933282983,"Mujer","Urbano","Garantía daños propios contratada",0,0,6,59,5
1933580450,"Mujer","No urbano","Garantía daños propios contratada",0,0,11,60,0
1933582396,"Mujer","No urbano","No contratada",0,0,0,18,5
1933585557,"Mujer","Urbano","No contratada",0,0,24,42,4
1933680049,"Hombre","Urbano","No contratada",0,0,23,41,12
1933780373,"Hombre","No urbano","No contratada",0,0,35,53,10
1933782754,"Mujer","No urbano","No contratada",0,0,22,40,1
1933786439,"Hombre","No urbano","No contratada",0,0,17,50,0
1933788256,"Hombre","No urbano","No contratada",0,0,0,18,2
1933788925,"Hombre","No urbano","No contratada",0,0,13,31,0
1933791660,"Mujer","No urbano","No contratada",0,0,5,50,8
1933799902,"Hombre","Urbano","No contratada",0,0,12,30,5
1933802460,"Hombre","No urbano","No contratada",2,0,8,30,3
1933802954,"Hombre","No urbano","No contratada",0,0,6,60,1
1933802996,"Mujer","No urbano","No contratada",0,0,2,50,7
1933804103,"Hombre","Urbano","No contratada",0,0,0,18,3
1933807474,"Hombre","No urbano","No contratada",0,0,30,50,10
1933807827,"Mujer","Urbano","No contratada",0,0,11,59,11
1933808823,"Hombre","No urbano","No contratada",0,0,0,18,4
1933811600,"Hombre","No urbano","No contratada",0,0,11,29,5
1933813727,"Hombre","No urbano","No contratada",0,0,28,60,0
1933815857,"Mujer","Urbano","No contratada",0,0,15,50,2
1933815990,"Hombre","Urbano","No contratada",0,0,14,60,6
1933816686,"Hombre","No urbano","No contratada",0,0,0,18,7
1933823026,"Hombre","Urbano","No contratada",0,0,7,59,10
1933983242,"Hombre","No urbano","No contratada",0,0,12,30,10
1933985612,"Mujer","No urbano","No contratada",0,0,27,45,3
1933986651,"Mujer","No urbano","No contratada",0,0,10,30,8
1933986789,"Mujer","No urbano","No contratada",0,0,19,37,3
1934185229,"Hombre","No urbano","Garantía daños propios contratada",0,0,22,40,0
1934193477,"Mujer","No urbano","No contratada",2,0,10,39,0
1934279575,"Hombre","No urbano","No contratada",0,0,22,40,2
1934285496,"Mujer","No urbano","Garantía daños propios contratada",0,0,3,50,1
1934286497,"Mujer","No urbano","Garantía daños propios contratada",0,0,4,60,0
1934287103,"Hombre","No urbano","No contratada",0,0,15,50,5
1934291489,"Mujer","No urbano","Garantía daños propios contratada",0,0,12,30,0
1934293132,"Hombre","No urbano","No contratada",0,0,8,40,1
1934298828,"Hombre","Urbano","Garantía daños propios contratada",0,0,22,40,0
1934300625,"Hombre","No urbano","No contratada",0,0,2,20,13
1934302650,"Hombre","No urbano","No contratada",0,0,33,60,7
1934303391,"Hombre","Urbano","No contratada",0,0,16,39,5
1934304746,"Hombre","No urbano","Garantía daños propios contratada",3,0,2,20,0
1934311344,"Mujer","No urbano","No contratada",1,0,22,40,5
1934312323,"Hombre","Urbano","No contratada",0,0,41,59,0
1934381484,"Mujer","No urbano","No contratada",1,0,14,50,4
1934387409,"Mujer","No urbano","No contratada",0,0,11,29,2
1934485439,"Hombre","No urbano","Garantía daños propios contratada",0,0,33,60,0
1934684352,"Mujer","No urbano","No contratada",0,0,11,29,1
1934686338,"Hombre","No urbano","No contratada",0,0,38,60,8
1934686445,"Mujer","No urbano","No contratada",0,0,4,50,6
1934691632,"Hombre","No urbano","No contratada",0,0,14,40,4
1934781492,"Hombre","No urbano","Garantía daños propios contratada",0,0,27,45,2
1935081829,"Mujer","No urbano","No contratada",0,0,11,50,0
1935087982,"Hombre","No urbano","No contratada",0,0,12,30,6
1935093714,"Mujer","Urbano","Garantía daños propios contratada",0,0,11,60,0
1935181364,"Hombre","Urbano","No contratada",1,0,2,29,11
1935885563,"Hombre","No urbano","No contratada",0,0,27,60,10
1936479932,"Mujer","Urbano","Garantía daños propios contratada",0,0,6,50,1
1936581047,"Hombre","No urbano","No contratada",0,0,2,20,6
1937291601,"Mujer","No urbano","Garantía daños propios contratada",0,0,12,30,4
1937382353,"Mujer","Urbano","No contratada",1,0,18,60,0
1937383049,"Mujer","No urbano","No contratada",0,0,12,30,4
1937386036,"Hombre","Urbano","No contratada",0,0,30,48,6
1937882075,"Mujer","Urbano","No contratada",0,0,11,29,14
1938181048,"Hombre","Urbano","No contratada",0,0,12,30,2
1938181387,"Mujer","No urbano","No contratada",0,0,21,39,16
1938279838,"Hombre","No urbano","No contratada",0,0,33,51,1
1938379914,"Mujer","No urbano","No contratada",0,0,14,50,4
1938480661,"Mujer","No urbano","No contratada",0,0,19,37,0
1938481025,"Hombre","Urbano","No contratada",0,0,3,60,11
1938483006,"Hombre","Urbano","No contratada",0,0,15,39,1
1938579501,"Mujer","Urbano","No contratada",0,0,5,50,2
1938583803,"Mujer","No urbano","No contratada",0,0,10,39,3
1938585828,"Mujer","No urbano","No contratada",0,0,22,40,0
1938586717,"Mujer","Urbano","No contratada",0,0,2,20,11
1938586779,"Hombre","Urbano","No contratada",0,0,20,38,4
1938587090,"Hombre","Urbano","No contratada",0,0,33,51,7
1939579488,"Mujer","No urbano","Garantía daños propios contratada",0,0,19,50,0
1940383763,"Hombre","Urbano","No contratada",0,0,2,20,12
1941181000,"Mujer","No urbano","No contratada",0,0,24,60,12
1941281828,"Hombre","No urbano","No contratada",3,0,24,42,8
1941883654,"Mujer","No urbano","Garantía daños propios contratada",0,0,1,19,1
1941888205,"Hombre","No urbano","No contratada",0,0,22,40,8
1941981855,"Hombre","Urbano","Garantía daños propios contratada",0,0,18,40,0
1941982874,"Mujer","Urbano","No contratada",0,0,17,50,8
1942084144,"Hombre","No urbano","No contratada",0,0,26,44,9
1942086900,"Hombre","Urbano","Garantía daños propios contratada",0,0,5,50,1
1942879522,"Mujer","Urbano","No contratada",0,0,21,39,0
1942880733,"Mujer","Urbano","No contratada",0,0,21,39,7
1944980899,"Hombre","No urbano","No contratada",0,0,23,41,4
1944982160,"Hombre","No urbano","No contratada",0,0,27,60,1
1944984652,"Hombre","Urbano","No contratada",0,0,13,31,3
1948686399,"Hombre","Urbano","No contratada",0,0,12,30,3
1948782640,"Hombre","No urbano","Garantía daños propios contratada",0,0,11,50,1
1948880641,"Hombre","No urbano","No contratada",0,0,0,18,5
1949179396,"Hombre","No urbano","No contratada",0,0,21,40,18
1949280316,"Hombre","No urbano","No contratada",0,0,12,30,10
1949282828,"Mujer","Urbano","No contratada",0,0,10,40,2
1949283525,"Hombre","Urbano","Garantía daños propios contratada",0,0,13,31,4
3056629094,"Hombre","Urbano","No contratada",0,0,2,20,9
3079629213,"Mujer","Urbano","No contratada",2,0,11,49,2
3177629079,"Hombre","No urbano","No contratada",0,0,22,40,17
3235629082,"Hombre","Urbano","No contratada",0,0,13,31,5
3432629100,"Mujer","Urbano","No contratada",0,0,2,60,2
3454629128,"Hombre","No urbano","No contratada",1,0,6,30,0
3492629109,"Mujer","No urbano","No contratada",0,0,11,29,0
3508629097,"Mujer","Urbano","No contratada",0,0,12,60,12
3839629099,"Hombre","Urbano","No contratada",0,0,12,30,4
5093629102,"Mujer","Urbano","No contratada",0,0,2,20,11
5127629123,"Hombre","No urbano","No contratada",0,0,22,40,8
5169629067,"Hombre","Urbano","No contratada",0,0,32,50,6
5273629104,"Mujer","Urbano","No contratada",0,0,16,50,4
5325629071,"Mujer","Urbano","No contratada",0,0,22,40,0
5367629506,"Hombre","Urbano","No contratada",1,0,11,29,3
5609629096,"Hombre","Urbano","No contratada",1,0,10,50,8
8329931359,"Hombre","No urbano","No contratada",0,16,1,19,10
8330232025,"Hombre","No urbano","No contratada",0,16,10,30,16
8330331232,"Hombre","Urbano","No contratada",0,16,30,48,16
8330332446,"Mujer","No urbano","Garantía daños propios contratada",0,16,10,28,4
8330432947,"Mujer","No urbano","No contratada",0,16,14,50,9
8330730160,"Hombre","No urbano","No contratada",0,16,18,50,6
8331930678,"Hombre","No urbano","No contratada",0,16,25,43,23
8332019687,"Hombre","No urbano","No contratada",0,16,22,40,9
8332629246,"Hombre","Urbano","No contratada",0,16,21,39,8
8332633620,"Hombre","No urbano","No contratada",0,16,32,50,2
8333529350,"Mujer","No urbano","No contratada",0,16,11,29,12
8334229310,"Hombre","Urbano","No contratada",0,16,24,42,2
8334229951,"Hombre","Urbano","No contratada",0,16,31,49,16
8334232534,"Hombre","Urbano","No contratada",0,16,22,40,1
8334234982,"Mujer","Urbano","No contratada",0,16,12,30,4
8334330308,"Hombre","Urbano","Garantía daños propios contratada",0,16,28,60,1
8336330001,"Mujer","No urbano","No contratada",0,16,1,19,16
8336829315,"Mujer","No urbano","Garantía daños propios contratada",0,16,12,30,4
8337629107,"Mujer","No urbano","No contratada",0,16,22,40,4
8337729736,"Hombre","Urbano","No contratada",0,16,12,30,7
8338529664,"Hombre","No urbano","No contratada",0,16,22,40,16
8339629143,"Mujer","No urbano","No contratada",0,16,21,39,5
8430229917,"Hombre","No urbano","No contratada",0,15,22,40,4
8430729231,"Hombre","No urbano","No contratada",0,15,21,39,23
8430929578,"Hombre","No urbano","No contratada",0,15,12,30,15
8430930150,"Mujer","Urbano","No contratada",0,15,32,50,8
8430930216,"Hombre","Urbano","No contratada",1,15,17,39,15
8431430479,"Mujer","Urbano","Garantía daños propios contratada",0,15,2,20,3
8432531967,"Hombre","Urbano","No contratada",1,15,32,50,8
8432585329,"Hombre","Urbano","No contratada",0,15,22,40,15
8432619342,"Hombre","Urbano","No contratada",0,15,12,30,1
8432629492,"Hombre","Urbano","Garantía daños propios contratada",0,15,17,60,1
8432781834,"Hombre","Urbano","No contratada",0,15,41,59,19
8432980218,"Hombre","No urbano","No contratada",0,15,0,18,12
8433279219,"Hombre","No urbano","Garantía daños propios contratada",0,15,22,40,15
8433330143,"Hombre","Urbano","No contratada",0,15,26,60,3
8433529635,"Hombre","Urbano","No contratada",0,15,41,59,24
8433529843,"Mujer","Urbano","No contratada",0,15,26,44,15
8433629596,"Mujer","Urbano","Garantía daños propios contratada",0,15,24,50,4
8434279467,"Hombre","Urbano","No contratada",0,15,12,30,15
8434479500,"Hombre","Urbano","No contratada",0,15,30,59,9
8436329936,"Hombre","No urbano","Garantía daños propios contratada",0,15,23,60,0
8436331491,"Hombre","No urbano","No contratada",0,15,15,39,3
8437329107,"Hombre","No urbano","No contratada",0,15,27,60,13
8437929089,"Hombre","No urbano","No contratada",0,15,34,52,8
8529979670,"Hombre","No urbano","No contratada",0,14,12,30,3
8529984784,"Mujer","Urbano","No contratada",1,14,22,40,14
8530081324,"Mujer","Urbano","No contratada",0,14,15,40,6
8530230044,"Hombre","No urbano","No contratada",0,14,22,50,11
8530481894,"Hombre","Urbano","No contratada",0,14,31,49,2
8530483364,"Hombre","Urbano","Garantía daños propios contratada",0,14,12,30,21
8530486303,"Hombre","Urbano","No contratada",0,14,36,54,10
8530493595,"Mujer","Urbano","No contratada",0,14,2,29,2
8530679230,"Hombre","Urbano","No contratada",0,14,12,30,3
8530729568,"Hombre","Urbano","No contratada",0,14,29,47,15
8530829208,"Hombre","Urbano","No contratada",0,14,6,50,2
8530979615,"Mujer","Urbano","No contratada",0,14,26,60,1
8531081480,"Hombre","No urbano","No contratada",0,14,22,40,14
8531781509,"Hombre","No urbano","No contratada",0,14,17,50,11
8532582748,"Hombre","No urbano","No contratada",0,14,22,40,1
8532583904,"Mujer","No urbano","No contratada",0,14,25,60,10
8532783126,"Mujer","No urbano","Garantía daños propios contratada",0,14,17,50,9
8532983234,"Hombre","Urbano","Garantía daños propios contratada",0,14,22,40,3
8532983562,"Hombre","No urbano","No contratada",0,14,38,56,9
8533029381,"Hombre","Urbano","No contratada",0,14,24,60,1
8533079210,"Hombre","Urbano","No contratada",0,14,12,30,10
8533982623,"Hombre","Urbano","No contratada",0,14,34,52,1
8534283324,"Mujer","Urbano","No contratada",0,14,23,41,5
8534288522,"Mujer","Urbano","No contratada",0,14,16,60,17
8534379962,"Hombre","No urbano","No contratada",0,14,12,30,9
8534380582,"Mujer","No urbano","No contratada",0,14,30,50,2
8534380788,"Mujer","No urbano","No contratada",0,14,21,39,10
8535031304,"Hombre","No urbano","Garantía daños propios contratada",0,14,12,30,2
8535031355,"Hombre","No urbano","Garantía daños propios contratada",0,14,12,30,6
8535130246,"Hombre","No urbano","No contratada",0,14,32,50,4
8535831459,"Mujer","Urbano","No contratada",0,14,6,49,14
8536380057,"Mujer","No urbano","No contratada",0,14,7,60,5
8537380585,"Hombre","No urbano","No contratada",0,14,27,50,11
8537879387,"Hombre","No urbano","No contratada",0,14,30,48,14
8538230187,"Mujer","No urbano","Garantía daños propios contratada",0,14,26,59,6
8538529164,"Mujer","No urbano","No contratada",0,14,0,18,6
8538729811,"Hombre","Urbano","No contratada",0,14,16,40,4
8540429361,"Hombre","Urbano","No contratada",0,14,21,50,4
8540430260,"Hombre","Urbano","No contratada",0,14,23,41,12
8540530771,"Hombre","No urbano","No contratada",0,14,22,40,14
8541380193,"Hombre","No urbano","Garantía daños propios contratada",0,14,18,60,1
8629729560,"Hombre","Urbano","Garantía daños propios contratada",0,13,22,40,13
8630234070,"Hombre","No urbano","No contratada",1,13,30,48,7
8630240355,"Hombre","Urbano","No contratada",0,13,7,59,2
8630529672,"Hombre","No urbano","No contratada",0,13,22,40,11
8630530751,"Mujer","No urbano","No contratada",0,13,16,34,6
8630730242,"Hombre","No urbano","No contratada",0,13,21,39,2
8630930078,"Hombre","Urbano","No contratada",0,13,21,39,6
8631030561,"Hombre","Urbano","No contratada",0,13,28,46,8
8631031654,"Hombre","Urbano","No contratada",0,13,14,39,0
8631230255,"Hombre","Urbano","No contratada",0,13,31,49,16
8631232536,"Hombre","No urbano","No contratada",0,13,15,50,6
8631530773,"Hombre","No urbano","No contratada",0,13,22,60,13
8631531359,"Mujer","No urbano","No contratada",0,13,12,30,3
8631533215,"Hombre","No urbano","No contratada",0,13,33,51,6
8631534031,"Hombre","No urbano","No contratada",0,13,12,30,1
8631631940,"Hombre","No urbano","No contratada",0,13,22,40,11
8631731378,"Hombre","Urbano","No contratada",0,13,6,60,4
8631735263,"Hombre","No urbano","No contratada",1,13,13,59,8
8631940552,"Hombre","Urbano","No contratada",0,13,1,19,13
8632029608,"Hombre","No urbano","No contratada",0,13,23,41,13
8632030086,"Hombre","No urbano","No contratada",0,13,29,60,13
8632331052,"Hombre","No urbano","No contratada",0,13,13,31,8
8632436774,"Hombre","No urbano","No contratada",0,13,38,56,1
8632437790,"Hombre","No urbano","No contratada",0,13,24,42,13
8632535453,"Hombre","No urbano","No contratada",0,13,16,50,4
8632632947,"Hombre","No urbano","Garantía daños propios contratada",0,13,11,29,3
8632635400,"Hombre","No urbano","No contratada",1,13,29,47,0
8632637790,"Mujer","Urbano","Garantía daños propios contratada",0,13,0,18,3
8632734104,"Hombre","No urbano","No contratada",0,13,33,51,1
8633229535,"Hombre","No urbano","No contratada",0,13,31,49,14
8633330815,"Hombre","Urbano","No contratada",0,13,24,42,13
8633529759,"Hombre","No urbano","Garantía daños propios contratada",0,13,12,30,0
8633736165,"Hombre","Urbano","No contratada",0,13,33,51,4
8633738249,"Hombre","Urbano","No contratada",0,13,15,50,4
8633739097,"Hombre","Urbano","No contratada",0,13,6,59,4
8633743946,"Hombre","Urbano","No contratada",0,13,13,31,9
8633749238,"Hombre","No urbano","No contratada",0,13,21,39,13
8634236171,"Hombre","Urbano","No contratada",0,13,22,40,5
8634237717,"Hombre","Urbano","No contratada",0,13,22,40,3
8634241221,"Hombre","Urbano","No contratada",0,13,22,40,16
8634246104,"Mujer","Urbano","No contratada",0,13,2,20,3
8634329774,"Hombre","Urbano","No contratada",0,13,19,59,11
8634332276,"Hombre","No urbano","No contratada",1,13,27,45,7
8634429279,"Hombre","No urbano","No contratada",0,14,0,18,10
8634632996,"Hombre","No urbano","No contratada",0,13,23,60,13
8634637653,"Hombre","No urbano","No contratada",0,13,27,60,8
8634644595,"Hombre","No urbano","Garantía daños propios contratada",0,13,37,60,1
8635131066,"Hombre","No urbano","No contratada",0,13,35,53,7
8635131100,"Hombre","No urbano","No contratada",0,13,24,42,1
8635330793,"Mujer","Urbano","No contratada",0,13,0,18,5
8636829358,"Mujer","No urbano","No contratada",0,13,36,54,1
8637729157,"Hombre","Urbano","No contratada",0,13,25,43,6
8638229766,"Mujer","No urbano","No contratada",0,13,12,30,2
8638230672,"Mujer","Urbano","No contratada",0,13,2,20,3
8638332306,"Hombre","Urbano","No contratada",0,13,31,49,22
8638429471,"Hombre","Urbano","No contratada",0,13,13,60,4
8638531630,"Hombre","Urbano","No contratada",0,13,23,41,7
8638532228,"Hombre","No urbano","No contratada",0,13,2,20,11
8640429469,"Hombre","No urbano","Garantía daños propios contratada",0,13,41,59,7
8640431623,"Hombre","No urbano","No contratada",0,13,20,38,6
8640530326,"Mujer","Urbano","No contratada",0,13,0,18,8
8640530773,"Hombre","Urbano","No contratada",0,13,15,49,1
8640533401,"Mujer","Urbano","Garantía daños propios contratada",0,13,0,18,8
8640534017,"Hombre","Urbano","No contratada",0,13,36,54,4
